address,link,rest_num
135-38 78th Avenue Flushing NY,https://www.yelp.com/search?find_loc=135-38 78th Avenue Flushing NY&cflt=restaurants,131
419 East 82nd Street Manhattan NY,https://www.yelp.com/search?find_loc=419 East 82nd Street Manhattan NY&cflt=restaurants,647
115 Kane Street Brooklyn NY,https://www.yelp.com/search?find_loc=115 Kane Street Brooklyn NY&cflt=restaurants,322
112 West 72nd Street Manhattan NY,https://www.yelp.com/search?find_loc=112 West 72nd Street Manhattan NY&cflt=restaurants,451
3955 Greenpoint Avenue Sunnyside NY,https://www.yelp.com/search?find_loc=3955 Greenpoint Avenue Sunnyside NY&cflt=restaurants,251
1323 Bradford Avenue Bronx NY,https://www.yelp.com/search?find_loc=1323 Bradford Avenue Bronx NY&cflt=restaurants,99
17620 South Conduit Avenue Addisleigh Park NY,https://www.yelp.com/search?find_loc=17620 South Conduit Avenue Addisleigh Park NY&cflt=restaurants,66
6726 Springfield Boulevard Bayside NY,https://www.yelp.com/search?find_loc=6726 Springfield Boulevard Bayside NY&cflt=restaurants,68
332 East 71st Street Manhattan NY,https://www.yelp.com/search?find_loc=332 East 71st Street Manhattan NY&cflt=restaurants,792
114 Calyer Street Brooklyn NY,https://www.yelp.com/search?find_loc=114 Calyer Street Brooklyn NY&cflt=restaurants,351
624 90th Street Brooklyn NY,https://www.yelp.com/search?find_loc=624 90th Street Brooklyn NY&cflt=restaurants,201
457 West 57th Street Manhattan NY,https://www.yelp.com/search?find_loc=457 West 57th Street Manhattan NY&cflt=restaurants,1203
138-35 39th Avenue Flushing NY,https://www.yelp.com/search?find_loc=138-35 39th Avenue Flushing NY&cflt=restaurants,195
271 West 47th Street Manhattan NY,https://www.yelp.com/search?find_loc=271 West 47th Street Manhattan NY&cflt=restaurants,2372
125 Court Street Brooklyn NY,https://www.yelp.com/search?find_loc=125 Court Street Brooklyn NY&cflt=restaurants,514
377 Montgomery Street Brooklyn NY,https://www.yelp.com/search?find_loc=377 Montgomery Street Brooklyn NY&cflt=restaurants,336
3037 30th Street Astoria NY,https://www.yelp.com/search?find_loc=3037 30th Street Astoria NY&cflt=restaurants,585
9602 57th Avenue Queens NY,https://www.yelp.com/search?find_loc=9602 57th Avenue Queens NY&cflt=restaurants,295
3089 38th Street Astoria NY,https://www.yelp.com/search?find_loc=3089 38th Street Astoria NY&cflt=restaurants,598
380 Bleecker Street Manhattan NY,https://www.yelp.com/search?find_loc=380 Bleecker Street Manhattan NY&cflt=restaurants,1290
138 West Broadway Manhattan NY,https://www.yelp.com/search?find_loc=138 West Broadway Manhattan NY&cflt=restaurants,1335
324 Pleasant Avenue Manhattan NY,https://www.yelp.com/search?find_loc=324 Pleasant Avenue Manhattan NY&cflt=restaurants,289
956 Lafayette Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=956 Lafayette Avenue Brooklyn NY&cflt=restaurants,282
1 Central Park South Manhattan NY,https://www.yelp.com/search?find_loc=1 Central Park South Manhattan NY&cflt=restaurants,1759
12 Remsen Street Brooklyn NY,https://www.yelp.com/search?find_loc=12 Remsen Street Brooklyn NY&cflt=restaurants,408
10401 94th Avenue Queens NY,https://www.yelp.com/search?find_loc=10401 94th Avenue Queens NY&cflt=restaurants,238
25 Broad Street Manhattan NY,https://www.yelp.com/search?find_loc=25 Broad Street Manhattan NY&cflt=restaurants,969
219 West 81st Street Manhattan NY,https://www.yelp.com/search?find_loc=219 West 81st Street Manhattan NY&cflt=restaurants,417
117 East 77th Street New York NY,https://www.yelp.com/search?find_loc=117 East 77th Street New York NY&cflt=restaurants,714
30 Christopher Street Manhattan NY,https://www.yelp.com/search?find_loc=30 Christopher Street Manhattan NY&cflt=restaurants,1708
76 Avenue U Brooklyn NY,https://www.yelp.com/search?find_loc=76 Avenue U Brooklyn NY&cflt=restaurants,202
8335 135th Street Queens NY,https://www.yelp.com/search?find_loc=8335 135th Street Queens NY&cflt=restaurants,83
850 Amsterdam Avenue Manhattan NY,https://www.yelp.com/search?find_loc=850 Amsterdam Avenue Manhattan NY&cflt=restaurants,356
344 East 55th Street Manhattan NY,https://www.yelp.com/search?find_loc=344 East 55th Street Manhattan NY&cflt=restaurants,1374
342 West 88th Street Manhattan NY,https://www.yelp.com/search?find_loc=342 West 88th Street Manhattan NY&cflt=restaurants,355
283 13th Street Brooklyn NY,https://www.yelp.com/search?find_loc=283 13th Street Brooklyn NY&cflt=restaurants,376
453 Woodward Avenue Flushing NY,https://www.yelp.com/search?find_loc=453 Woodward Avenue Flushing NY&cflt=restaurants,473
34 Mott Street Manhattan NY,https://www.yelp.com/search?find_loc=34 Mott Street Manhattan NY&cflt=restaurants,1809
2505 Olinville Avenue Bronx NY,https://www.yelp.com/search?find_loc=2505 Olinville Avenue Bronx NY&cflt=restaurants,146
249 East 48th Street Manhattan NY,https://www.yelp.com/search?find_loc=249 East 48th Street Manhattan NY&cflt=restaurants,1793
1073 1st Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1073 1st Avenue Manhattan NY&cflt=restaurants,1150
440 Senator Street Brooklyn NY,https://www.yelp.com/search?find_loc=440 Senator Street Brooklyn NY&cflt=restaurants,370
2519 27th Street Astoria NY,https://www.yelp.com/search?find_loc=2519 27th Street Astoria NY&cflt=restaurants,488
165 East 52nd Street Manhattan NY,https://www.yelp.com/search?find_loc=165 East 52nd Street Manhattan NY&cflt=restaurants,1961
1362 Putnam Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=1362 Putnam Avenue Brooklyn NY&cflt=restaurants,413
7320 Austin Street Forest Hills NY,https://www.yelp.com/search?find_loc=7320 Austin Street Forest Hills NY&cflt=restaurants,228
1705 1st Avenue Manhattan NY,https://www.yelp.com/search?find_loc=1705 1st Avenue Manhattan NY&cflt=restaurants,608
14225 Pershing Crescent Jamaica NY,https://www.yelp.com/search?find_loc=14225 Pershing Crescent Jamaica NY&cflt=restaurants,159
7025 Yellowstone Boulevard Forest Hills NY,https://www.yelp.com/search?find_loc=7025 Yellowstone Boulevard Forest Hills NY&cflt=restaurants,210
285 Mott Street Manhattan NY,https://www.yelp.com/search?find_loc=285 Mott Street Manhattan NY&cflt=restaurants,2344
208 West 23rd Street Manhattan NY,https://www.yelp.com/search?find_loc=208 West 23rd Street Manhattan NY&cflt=restaurants,2027
276 Riverside Drive Manhattan NY,https://www.yelp.com/search?find_loc=276 Riverside Drive Manhattan NY&cflt=restaurants,318
154 East 29th Street Manhattan NY,https://www.yelp.com/search?find_loc=154 East 29th Street Manhattan NY&cflt=restaurants,1909
15 Central Park West Manhattan NY,https://www.yelp.com/search?find_loc=15 Central Park West Manhattan NY&cflt=restaurants,1225
200 Atlantic Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=200 Atlantic Avenue Brooklyn NY&cflt=restaurants,496
316 Himrod Street Brooklyn NY,https://www.yelp.com/search?find_loc=316 Himrod Street Brooklyn NY&cflt=restaurants,450
187 Skillman Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=187 Skillman Avenue Brooklyn NY&cflt=restaurants,412
296 Schaefer Street Brooklyn NY,https://www.yelp.com/search?find_loc=296 Schaefer Street Brooklyn NY&cflt=restaurants,295
4705 Center Boulevard Long Island City NY,https://www.yelp.com/search?find_loc=4705 Center Boulevard Long Island City NY&cflt=restaurants,212
351 Parkinson Avenue Staten Island NY,https://www.yelp.com/search?find_loc=351 Parkinson Avenue Staten Island NY&cflt=restaurants,55
30 Cornelia Street Manhattan NY,https://www.yelp.com/search?find_loc=30 Cornelia Street Manhattan NY&cflt=restaurants,1477
40 West 71st Street Manhattan NY,https://www.yelp.com/search?find_loc=40 West 71st Street Manhattan NY&cflt=restaurants,448
532 Hancock Street Brooklyn NY,https://www.yelp.com/search?find_loc=532 Hancock Street Brooklyn NY&cflt=restaurants,236
2771 Valentine Avenue Bronx NY,https://www.yelp.com/search?find_loc=2771 Valentine Avenue Bronx NY&cflt=restaurants,263
159 West 73rd Street Manhattan NY,https://www.yelp.com/search?find_loc=159 West 73rd Street Manhattan NY&cflt=restaurants,394
8419 19th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=8419 19th Avenue Brooklyn NY&cflt=restaurants,252
277 West 11th Street Manhattan NY,https://www.yelp.com/search?find_loc=277 West 11th Street Manhattan NY&cflt=restaurants,1307
60 West 23rd Street Manhattan NY,https://www.yelp.com/search?find_loc=60 West 23rd Street Manhattan NY&cflt=restaurants,2223
8301 Bay Parkway Brooklyn NY,https://www.yelp.com/search?find_loc=8301 Bay Parkway Brooklyn NY&cflt=restaurants,243
206 East 10th Street Manhattan NY,https://www.yelp.com/search?find_loc=206 East 10th Street Manhattan NY&cflt=restaurants,1686
10540 130th Street South Richmond Hill NY,https://www.yelp.com/search?find_loc=10540 130th Street South Richmond Hill NY&cflt=restaurants,136
50 West Street Manhattan NY,https://www.yelp.com/search?find_loc=50 West Street Manhattan NY&cflt=restaurants,961
311 East 61st Street New York NY,https://www.yelp.com/search?find_loc=311 East 61st Street New York NY&cflt=restaurants,1155
4736 48th Street Woodside NY,https://www.yelp.com/search?find_loc=4736 48th Street Woodside NY&cflt=restaurants,267
1012 47th Avenue Long Island City NY,https://www.yelp.com/search?find_loc=1012 47th Avenue Long Island City NY&cflt=restaurants,209
2824 42nd Street Astoria NY,https://www.yelp.com/search?find_loc=2824 42nd Street Astoria NY&cflt=restaurants,508
2423 Cambreleng Avenue Bronx NY,https://www.yelp.com/search?find_loc=2423 Cambreleng Avenue Bronx NY&cflt=restaurants,221
5026 41st Street Sunnyside NY,https://www.yelp.com/search?find_loc=5026 41st Street Sunnyside NY&cflt=restaurants,252
29 King Street Manhattan NY,https://www.yelp.com/search?find_loc=29 King Street Manhattan NY&cflt=restaurants,1385
445 5th Avenue Manhattan NY,https://www.yelp.com/search?find_loc=445 5th Avenue Manhattan NY&cflt=restaurants,3003
241 West 4th Street Manhattan NY,https://www.yelp.com/search?find_loc=241 West 4th Street Manhattan NY&cflt=restaurants,1479
116 Seaman Avenue Manhattan NY,https://www.yelp.com/search?find_loc=116 Seaman Avenue Manhattan NY&cflt=restaurants,189
726-728 West 181st Street Manhattan NY,https://www.yelp.com/search?find_loc=726-728 West 181st Street Manhattan NY&cflt=restaurants,240
14444 Sanford Avenue Flushing NY,https://www.yelp.com/search?find_loc=14444 Sanford Avenue Flushing NY&cflt=restaurants,525
35 Mackay Place Brooklyn NY,https://www.yelp.com/search?find_loc=35 Mackay Place Brooklyn NY&cflt=restaurants,153
210 East 68th Street New York NY,https://www.yelp.com/search?find_loc=210 East 68th Street New York NY&cflt=restaurants,994
160 Patchen Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=160 Patchen Avenue Brooklyn NY&cflt=restaurants,195
18 East 21st Street Brooklyn NY,https://www.yelp.com/search?find_loc=18 East 21st Street Brooklyn NY&cflt=restaurants,375
245 Clermont Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=245 Clermont Avenue Brooklyn NY&cflt=restaurants,367
475 West Broadway Manhattan NY,https://www.yelp.com/search?find_loc=475 West Broadway Manhattan NY&cflt=restaurants,1968
315 East 72nd Street Manhattan NY,https://www.yelp.com/search?find_loc=315 East 72nd Street Manhattan NY&cflt=restaurants,797
6062 Catalpa Avenue Ridgewood NY,https://www.yelp.com/search?find_loc=6062 Catalpa Avenue Ridgewood NY&cflt=restaurants,335
1407 31st Avenue Astoria NY,https://www.yelp.com/search?find_loc=1407 31st Avenue Astoria NY&cflt=restaurants,311
2132 Wallace Avenue Bronx NY,https://www.yelp.com/search?find_loc=2132 Wallace Avenue Bronx NY&cflt=restaurants,160
102 West 134th Street Manhattan NY,https://www.yelp.com/search?find_loc=102 West 134th Street Manhattan NY&cflt=restaurants,358
59 Pineapple Street Brooklyn NY,https://www.yelp.com/search?find_loc=59 Pineapple Street Brooklyn NY&cflt=restaurants,447
418 Central Park West Manhattan NY,https://www.yelp.com/search?find_loc=418 Central Park West Manhattan NY&cflt=restaurants,419
320 East 54th Street Manhattan NY,https://www.yelp.com/search?find_loc=320 East 54th Street Manhattan NY&cflt=restaurants,1518
8502 139th Street Briarwood NY,https://www.yelp.com/search?find_loc=8502 139th Street Briarwood NY&cflt=restaurants,208
71 West 68th Street Manhattan NY,https://www.yelp.com/search?find_loc=71 West 68th Street Manhattan NY&cflt=restaurants,533
149 West 95th Street Manhattan NY,https://www.yelp.com/search?find_loc=149 West 95th Street Manhattan NY&cflt=restaurants,416
135 Avenue P Brooklyn NY,https://www.yelp.com/search?find_loc=135 Avenue P Brooklyn NY&cflt=restaurants,228
49 West 88th Street Manhattan NY,https://www.yelp.com/search?find_loc=49 West 88th Street Manhattan NY&cflt=restaurants,400
180 Scholes Street Brooklyn NY,https://www.yelp.com/search?find_loc=180 Scholes Street Brooklyn NY&cflt=restaurants,378
80 Avenue P Brooklyn NY,https://www.yelp.com/search?find_loc=80 Avenue P Brooklyn NY&cflt=restaurants,235
9417 Plattwood Avenue Ozone Park NY,https://www.yelp.com/search?find_loc=9417 Plattwood Avenue Ozone Park NY&cflt=restaurants,118
1936 East Tremont Avenue Bronx NY,https://www.yelp.com/search?find_loc=1936 East Tremont Avenue Bronx NY&cflt=restaurants,254
156 Withers Street Brooklyn NY,https://www.yelp.com/search?find_loc=156 Withers Street Brooklyn NY&cflt=restaurants,507
722 Amsterdam Avenue Manhattan NY,https://www.yelp.com/search?find_loc=722 Amsterdam Avenue Manhattan NY&cflt=restaurants,405
19000 33rd Avenue Flushing NY,https://www.yelp.com/search?find_loc=19000 33rd Avenue Flushing NY&cflt=restaurants,181
37 Wall Street New York NY,https://www.yelp.com/search?find_loc=37 Wall Street New York NY&cflt=restaurants,1039
2708 Broadway Manhattan NY,https://www.yelp.com/search?find_loc=2708 Broadway Manhattan NY&cflt=restaurants,340
707 Saint Nicholas Avenue Manhattan NY,https://www.yelp.com/search?find_loc=707 Saint Nicholas Avenue Manhattan NY&cflt=restaurants,348
959 Metropolitan Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=959 Metropolitan Avenue Brooklyn NY&cflt=restaurants,247
10321 42nd Avenue Queens NY,https://www.yelp.com/search?find_loc=10321 42nd Avenue Queens NY&cflt=restaurants,381
22425 Jamaica Avenue Queens Village NY,https://www.yelp.com/search?find_loc=22425 Jamaica Avenue Queens Village NY&cflt=restaurants,77
15820 Union Turnpike Queens NY,https://www.yelp.com/search?find_loc=15820 Union Turnpike Queens NY&cflt=restaurants,87
14159 85th Road Briarwood NY,https://www.yelp.com/search?find_loc=14159 85th Road Briarwood NY&cflt=restaurants,188
643 6th Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=643 6th Avenue Brooklyn NY&cflt=restaurants,288
3430 Guider Avenue Brooklyn NY,https://www.yelp.com/search?find_loc=3430 Guider Avenue Brooklyn NY&cflt=restaurants,181
1811 Matthews Avenue Bronx NY,https://www.yelp.com/search?find_loc=1811 Matthews Avenue Bronx NY&cflt=restaurants,191
211 Avenue A Manhattan NY,https://www.yelp.com/search?find_loc=211 Avenue A Manhattan NY&cflt=restaurants,1330
306 West 48th Street Manhattan NY,https://www.yelp.com/search?find_loc=306 West 48th Street Manhattan NY&cflt=restaurants,2256
225 East 86th Street Manhattan NY,https://www.yelp.com/search?find_loc=225 East 86th Street Manhattan NY&cflt=restaurants,660
247 West 76th Street Manhattan NY,https://www.yelp.com/search?find_loc=247 West 76th Street Manhattan NY&cflt=restaurants,398
189 Avenue C Manhattan NY,https://www.yelp.com/search?find_loc=189 Avenue C Manhattan NY&cflt=restaurants,987
13909 34th Road Queens NY,https://www.yelp.com/search?find_loc=13909 34th Road Queens NY&cflt=restaurants,488
4441 Purves Street Long Island City NY,https://www.yelp.com/search?find_loc=4441 Purves Street Long Island City NY&cflt=restaurants,258
3743 80th Street Jackson Heights NY,https://www.yelp.com/search?find_loc=3743 80th Street Jackson Heights NY&cflt=restaurants,598
117 Street And Liberty Avenue South Ozone Park NY,https://www.yelp.com/search?find_loc=117 Street And Liberty Avenue South Ozone Park NY&cflt=restaurants,195
166 2nd Avenue Manhattan NY,https://www.yelp.com/search?find_loc=166 2nd Avenue Manhattan NY&cflt=restaurants,1676
37 West 89th Street New York NY,https://www.yelp.com/search?find_loc=37 West 89th Street New York NY&cflt=restaurants,394
1925 Hobart Avenue Bronx NY,https://www.yelp.com/search?find_loc=1925 Hobart Avenue Bronx NY&cflt=restaurants,83
91 Crosby Street Manhattan NY,https://www.yelp.com/search?find_loc=91 Crosby Street Manhattan NY&cflt=restaurants,2333
305 West 150th Street Manhattan NY,https://www.yelp.com/search?find_loc=305 West 150th Street Manhattan NY&cflt=restaurants,323
60 East 55th Street Manhattan NY,https://www.yelp.com/search?find_loc=60 East 55th Street Manhattan NY&cflt=restaurants,2142
200 West 83rd Street Manhattan NY,https://www.yelp.com/search?find_loc=200 West 83rd Street Manhattan NY&cflt=restaurants,419
437 1st Street Brooklyn NY,https://www.yelp.com/search?find_loc=437 1st Street Brooklyn NY&cflt=restaurants,458
2901 Avenue I Brooklyn NY,https://www.yelp.com/search?find_loc=2901 Avenue I Brooklyn NY&cflt=restaurants,127
13909 34th Road Flushing NY,https://www.yelp.com/search?find_loc=13909 34th Road Flushing NY&cflt=restaurants,488
