,address,days_on_trulia,elementary_school_count,high_school_count,middle_school_count,pets_allowed,price,sqft,url,zip_code,school_count,evac,guarantor,storage,garage,deck,elevator,dishwasher,pets,fios available,live in super,fitness center,washing machine,dryer,concierge,balcony,air conditioning,flooring: hardwood,recreation facilities,garden,pied a terre,childrens playroom,terrace,courtyard,pool,furnished,fireplace,sublets,valet parking,off-street parking,cable tv ready,board approval required,parents,co purchase,leed registered,microwave oven
5067,"9118 Avenue A, Brooklyn, NY",60,23,2,10,0,1400,,https://www.trulia.com/p/ny/brooklyn/9118-avenue-a-2r-brooklyn-ny-11236--2346663059,11236,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,"9034 171st Street, Queens, NY",4,60,14,32,0,1825,,https://www.trulia.com/p/ny/queens/9034-171st-st-6a-queens-ny-11432--2344255106,11432,106,,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,"711 Seagirt, Queens, NY",50,42,25,34,1,1850,670,https://www.trulia.com/p/ny/queens/711-seagirt-21a-queens-ny-11691--2351840158,11691,101,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,"286 West 137th Street, Manhattan, NY",7,25,3,13,0,2595,,https://www.trulia.com/p/ny/manhattan/286-w-137th-st-4-manhattan-ny-10030--2351829926,10030,41,,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,"2574 38th Street, Astoria, NY",3,25,3,22,0,2200,,https://www.trulia.com/p/ny/astoria/2574-38th-st-astoria-ny-11103--1046131351,11103,50,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,"15030 71st Avenue, Kew Gardens Hills, NY",14,60,11,36,0,1650,,https://www.trulia.com/p/ny/kew-gardens-hills/15030-71st-ave-2l-kew-gardens-hills-ny-11367--2178240747,11367,107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5072,"54-39 100th Street, Queens, NY",49,58,7,34,0,1856,670,https://www.trulia.com/p/ny/queens/54-39-100th-st-4-queens-ny-11368--2196707084,11368,99,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5074,"21001 43rd Avenue, Queens, NY",169,58,18,28,1,1850,725,https://www.trulia.com/p/ny/queens/21001-43rd-ave-1-queens-ny-11361--2187735922,11361,104,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5076,"2625 28th Street, Astoria, NY",23,25,4,22,0,2700,705,https://www.trulia.com/p/ny/astoria/2625-28th-st-5a-astoria-ny-11102--2322733957,11102,51,,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,"19000 33rd Avenue, Flushing, NY",21,55,17,26,0,1700,,https://www.trulia.com/p/ny/flushing/19000-33rd-ave-flushing-ny-11358--2322751931,11358,98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,"4329 223rd Street, Bayside, NY",26,53,17,26,0,1600,750,https://www.trulia.com/p/ny/bayside/4329-223rd-st-1-bayside-ny-11361--2349364047,11361,96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"405 East 69th Street, Manhattan, NY",7,33,8,20,0,1975,,https://www.trulia.com/p/ny/manhattan/405-e-69th-st-50b-manhattan-ny-10021--2351834032,10021,61,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,"7525 153rd Street, Flushing, NY",5,62,13,35,0,2108,,https://www.trulia.com/p/ny/flushing/7525-153rd-st-307-flushing-ny-11367--2175488516,11367,110,,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5084,"2815 42nd Street, Astoria, NY",87,26,4,25,0,2000,800,https://www.trulia.com/p/ny/astoria/2815-42nd-st-10-astoria-ny-11103--2345553982,11103,55,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,"14550 20th Avenue, Queens, NY",23,47,8,26,0,700,,https://www.trulia.com/rental/3172804755-14550-20th-Ave-1-Queens-NY-11357,11357,81,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
5086,"17290 Highland Avenue, Jamaica Est, NY",6,61,14,31,0,1450,375,https://www.trulia.com/p/ny/jamaica-est/17290-highland-ave-2g-jamaica-est-ny-11432--2175170014,11432,106,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,"8603 91st Avenue, Jamaica, NY",27,43,5,24,0,700,,https://www.trulia.com/rental/4045278918-8603-91st-Ave-1-Jamaica-NY-11421,11421,72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088,"8560 Forest Parkway, Woodhaven, NY",30,39,5,25,1,1700,725,https://www.trulia.com/p/ny/woodhaven/8560-forest-pkwy-5-woodhaven-ny-11421--2331948149,11421,69,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5089,"11921 Metropolitan Avenue, Kew Gardens, NY",3,50,8,32,0,1764,,https://www.trulia.com/p/ny/kew-gardens/11921-metropolitan-ave-4h-kew-gardens-ny-11415--2173363640,11415,90,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,"1 Lincoln Plaza, Manhattan, NY",7,30,10,20,1,6095,951,https://www.trulia.com/p/ny/manhattan/1-lincoln-plz-24f-manhattan-ny-10023--2008646522,10023,60,,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5090,"6843 Burns Street, Forest Hills, NY",10,58,7,32,0,1875,,https://www.trulia.com/p/ny/forest-hills/6843-burns-st-f2-forest-hills-ny-11375--2351708278,11375,97,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,"153-11 73rd Avenue, Flushing, NY",30,62,12,35,1,1775,,https://www.trulia.com/p/ny/flushing/153-11-73rd-ave-1h-flushing-ny-11367--2343246684,11367,109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,"7525 153rd Street, Flushing, NY",34,62,13,35,0,2063,,https://www.trulia.com/p/ny/flushing/7525-153rd-st-1155-flushing-ny-11367--2349141617,11367,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095,"5943 72nd Street, Queens, NY",15,35,7,27,0,1800,515,https://www.trulia.com/p/ny/queens/5943-72nd-st-1-queens-ny-11378--2351554643,11378,69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,"3508 95th Street, Jackson Heights, NY",26,53,7,28,0,1630,650,https://www.trulia.com/p/ny/jackson-heights/3508-95th-st-3a-jackson-heights-ny-11372--2344498487,11372,88,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5098,"6940 108th Street, Forest Hills, NY",25,59,6,31,1,1949,,https://www.trulia.com/p/ny/forest-hills/6940-108th-st-1b-forest-hills-ny-11375--2175466565,11375,96,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"445 5th Avenue, Manhattan, NY",2,41,13,23,1,3600,705,https://www.trulia.com/p/ny/manhattan/445-5th-ave-27a-manhattan-ny-10016--2008630358,10016,77,,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
510,"1930 Broadway, Manhattan, NY",7,30,10,20,0,6495,,https://www.trulia.com/p/ny/manhattan/1930-broadway-17h-manhattan-ny-10023--2171789028,10023,60,,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5100,"3565 86th Street, Jackson Heights, NY",15,51,7,27,0,1964,,https://www.trulia.com/p/ny/jackson-heights/3565-86th-st-4b-jackson-heights-ny-11372--2172788125,11372,85,,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,"14-35 131st Street, Flushing, NY",4,41,2,25,0,1400,,https://www.trulia.com/p/ny/flushing/14-35-131st-st-flushing-ny-11356--2351886297,11356,68,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,"2117 31st Avenue, Astoria, NY",23,26,6,22,0,2600,855,https://www.trulia.com/p/ny/astoria/2117-31st-ave-1c-astoria-ny-11106--2349548304,11106,54,3,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,"2511 125th Street, Flushing, NY",10,53,10,31,0,1400,,https://www.trulia.com/p/ny/flushing/2511-125th-st-flushing-ny-11354--2351618486,11354,94,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,"3208 Union Street, Flushing, NY",5,58,10,31,1,1800,,https://www.trulia.com/p/ny/flushing/3208-union-st-2f-flushing-ny-11354--2346325088,11354,99,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,"3625 Parsons Boulevard, Queens, NY",56,58,10,33,0,1795,,https://www.trulia.com/p/ny/queens/3625-parsons-blvd-2k-queens-ny-11354--2172851933,11354,101,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5107,"14445 41st Avenue, Flushing, NY",24,58,11,35,1,1490,475,https://www.trulia.com/p/ny/flushing/14445-41st-ave-flushing-ny-11355--1007997259,11355,104,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108,"6812 Yellowstone Boulevard, Forest Hills, NY",15,59,6,31,0,1975,,https://www.trulia.com/p/ny/forest-hills/6812-yellowstone-blvd-5k-forest-hills-ny-11375--2332347639,11375,96,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,"13955 35th Avenue, Flushing, NY",8,57,12,32,0,1975,630,https://www.trulia.com/p/ny/flushing/13955-35th-ave-3e-flushing-ny-11354--2348181921,11354,101,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"330 West 39th Street, Manhattan, NY",7,41,12,22,0,3795,,https://www.trulia.com/p/ny/manhattan/330-w-39th-st-17a-manhattan-ny-10018--2175015339,10018,75,,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,"7210 41st Avenue, Woodside, NY",1,37,7,27,0,2025,"1,162",https://www.trulia.com/p/ny/woodside/7210-41st-ave-3x-woodside-ny-11377--2352079175,11377,71,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,"4145 52nd Street, Woodside, NY",7,32,6,27,0,1925,,https://www.trulia.com/p/ny/woodside/4145-52nd-st-5a-woodside-ny-11377--2351836952,11377,65,,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,"3520 97th Street, Corona, NY",9,53,7,29,0,1650,,https://www.trulia.com/p/ny/corona/3520-97th-st-15-corona-ny-11368--2297130226,11368,89,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,"3040 21st Street, Astoria, NY",38,26,6,23,0,2850,,https://www.trulia.com/p/ny/astoria/3040-21st-st-203-astoria-ny-11102--2332825547,11102,55,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,"1510 Lexington Avenue, Manhattan, NY",7,26,6,17,1,3700,575,https://www.trulia.com/p/ny/manhattan/1510-lexington-ave-7e-manhattan-ny-10029--2171915170,10029,49,,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5120,"8402 143rd Street, Queens, NY",29,57,14,38,0,1799,680,https://www.trulia.com/p/ny/queens/8402-143rd-st-303-queens-ny-11435--2010271501,11435,109,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,"3443 60th Street, Woodside, NY",1,32,6,27,0,1850,,https://www.trulia.com/p/ny/woodside/3443-60th-st-lg-woodside-ny-11377--1003996893,11377,65,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5124,"17290 Jamaica Avenue, Queens, NY",21,60,14,32,1,1850,,https://www.trulia.com/p/ny/queens/17290-jamaica-ave-queens-ny-11432--2344792600,11432,106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,"3916 Prince Street, Flushing, NY",22,59,11,34,1,2600,"42,090",https://www.trulia.com/p/ny/flushing/3916-prince-st-flushing-ny-11354--1138733128,11354,104,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5127,"13105 40th Road, Flushing, NY",156,59,10,33,1,2550,680,https://www.trulia.com/p/ny/flushing/13105-40th-rd-12c-flushing-ny-11354--2177935095,11354,102,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5128,"3520 108th Street, Corona, NY",1,53,5,31,0,1595,,https://www.trulia.com/p/ny/corona/3520-108th-st-3a-corona-ny-11368--2172851187,11368,89,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,"82-24 135th Street, Jamaica, NY",72,59,9,35,0,1550,750,https://www.trulia.com/p/ny/jamaica/82-24-135th-st-6g-jamaica-ny-11435--2344194584,11435,103,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,"410 West 53rd Street, Manhattan, NY",0,37,9,21,0,3021,,https://www.trulia.com/p/ny/manhattan/410-w-53rd-st-226-manhattan-ny-10019--2171871951,10019,67,,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5130,"8602 Forest Parkway, Queens, NY",12,40,5,24,0,1764,,https://www.trulia.com/p/ny/queens/8602-forest-pkwy-3h-queens-ny-11421--2186351870,11421,69,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,"147-31 38th Avenue, Flushing, NY",41,56,11,33,0,1700,750,https://www.trulia.com/p/ny/flushing/147-31-38th-ave-flushing-ny-11354--2173564760,11354,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,"4012 192nd Street, Flushing, NY",4,59,15,29,0,1749,,https://www.trulia.com/c/ny/flushing/2-bed-1-0-bath-1-749-4012-192nd-st-flushing-ny-11358--2009960278?rd=1,11358,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,"1887 Troutman Street, Ridgewood, NY",9,27,4,19,0,900,,https://www.trulia.com/rental/3243492843-1887-Troutman-St-Ridgewood-NY-11385,11385,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,"4515 Colden Street, Queens, NY",14,59,10,36,0,1875,786,https://www.trulia.com/p/ny/queens/4515-colden-st-5z-queens-ny-11355--2349548306,11355,105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,"3240 93rd Street, Queens, NY",57,48,7,25,1,1696,,https://www.trulia.com/p/ny/queens/3240-93rd-st-c14-queens-ny-11369--2173040938,11369,80,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,"14210 Roosevelt Avenue, Flushing, NY",63,59,10,35,1,1699,,https://www.trulia.com/p/ny/flushing/14210-roosevelt-ave-1-flushing-ny-11354--2172644893,11354,104,,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,"4360 Douglaston Parkway, Douglaston, NY",71,58,19,32,1,1925,,https://www.trulia.com/p/ny/douglaston/4360-douglaston-pkwy-502-douglaston-ny-11363--2332193919,11363,109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5139,"1626 Madison Street, Queens, NY",10,23,2,13,1,2365,,https://www.trulia.com/p/ny/queens/1626-madison-st-6c-queens-ny-11385--2324637362,11385,38,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,"888 8th Avenue, Manhattan, NY",7,39,9,21,0,3205,,https://www.trulia.com/p/ny/manhattan/888-8th-ave-16h-manhattan-ny-10019--2008640235,10019,69,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,"2540 Shore Boulevard, Astoria, NY",26,26,6,21,0,2400,,https://www.trulia.com/p/ny/astoria/2540-shore-blvd-4s-astoria-ny-11102--2009496139,11102,53,5,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5144,"2240 80th Street, East Elmhurst, NY",0,28,5,24,0,1795,850,https://www.trulia.com/p/ny/east-elmhurst/2240-80th-st-2e-east-elmhurst-ny-11370--2172740983,11370,57,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,"3714 36th Street, Long Island City, NY",1,31,7,25,1,2743,,https://www.trulia.com/p/ny/long-island-city/3714-36th-st-5f-long-island-city-ny-11101--2333445312,11101,63,6,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,"3135 Crescent Street, Astoria, NY",1,30,4,25,0,2350,769,https://www.trulia.com/p/ny/astoria/3135-crescent-st-4v-astoria-ny-11106--2344036004,11106,59,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,"175-40 Dalny Road, Queens, NY",9,60,14,31,1,1750,775,https://www.trulia.com/p/ny/queens/175-40-dalny-rd-queens-ny-11432--2194776692,11432,105,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5149,"141-12 78th Avenue, Kew Gardens Hills, NY",10,63,10,35,0,1700,800,https://www.trulia.com/p/ny/kew-gardens-hills/141-12-78th-ave-1i-kew-gardens-hills-ny-11367--2196459306,11367,108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
515,"125 West 31st Street, Manhattan, NY",7,42,12,22,0,4338,,https://www.trulia.com/p/ny/manhattan/125-w-31st-st-17-c-manhattan-ny-10001--2171911953,10001,76,,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5151,"8442 Smedley Street, Briarwood, NY",28,58,14,38,0,1700,,https://www.trulia.com/p/ny/briarwood/8442-smedley-st-briarwood-ny-11435--2010271635,11435,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,"8246 135th Street, Jamaica, NY",46,59,9,35,1,1550,,https://www.trulia.com/p/ny/jamaica/8246-135th-st-jamaica-ny-11435--1004151666,11435,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,"13236 41st Avenue, Flushing, NY",3,59,10,33,0,2250,650,https://www.trulia.com/p/ny/flushing/13236-41st-ave-flushing-ny-11355--2009924295,11355,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,"7545 67th Drive, Middle Village, NY",17,41,4,25,0,1550,,https://www.trulia.com/p/ny/middle-village/7545-67th-dr-middle-village-ny-11379--2329811678,11379,70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,"3620 Parsons Boulevard, Flushing, NY",22,58,9,32,0,1750,700,https://www.trulia.com/p/ny/flushing/3620-parsons-blvd-6-flushing-ny-11354--2172929316,11354,99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"134 East 22nd Street, Manhattan, NY",7,43,15,21,0,2950,,https://www.trulia.com/p/ny/manhattan/134-e-22nd-st-208-manhattan-ny-10010--2171916678,10010,79,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,"4022 College Point Boulevard, Queens, NY",8,59,10,34,1,2350,850,https://www.trulia.com/p/ny/queens/4022-college-point-blvd-11q-queens-ny-11354--2009922436,11354,103,,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
5162,"3025 21st Street, Astoria, NY",37,26,5,23,0,2600,,https://www.trulia.com/p/ny/astoria/3025-21st-st-6a-astoria-ny-11102--2179873157,11102,54,,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,"141-18 79th Avenue, Kew Gardens Hills, NY",29,63,10,36,0,1750,,https://www.trulia.com/p/ny/kew-gardens-hills/141-18-79th-ave-3e-kew-gardens-hills-ny-11367--2334698805,11367,109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,"3426 Steinway Street, Long Island City, NY",9,30,5,26,0,1836,,https://www.trulia.com/p/ny/long-island-city/3426-steinway-st-17-long-island-city-ny-11101--2172749427,11101,61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,"71 35 Park Drive East, Queens, NY",5,62,7,34,0,1650,635,https://www.trulia.com/p/ny/queens/71-35-park-dr-e-b-queens-ny-11367--2351876385,11367,103,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5166,"2045 Seagirt Boulevard, Far Rockaway, NY",21,38,26,30,0,1750,756,https://www.trulia.com/p/ny/far-rockaway/2045-seagirt-blvd-6f-far-rockaway-ny-11691--2287519226,11691,94,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,"3126 28th Avenue, Astoria, NY",1,25,4,22,0,1900,,https://www.trulia.com/p/ny/astoria/3126-28th-ave-4f-astoria-ny-11102--2334396012,11102,51,,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,"10335 120th Street, South Richmond Hill, NY",72,55,11,31,0,1625,,https://www.trulia.com/p/ny/south-richmond-hill/10335-120th-st-south-richmond-hill-ny-11419--1004224013,11419,97,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,"199 Bleecker Street, Manhattan, NY",7,42,14,19,0,3395,,https://www.trulia.com/p/ny/manhattan/199-bleecker-st-2-manhattan-ny-10012--2171817418,10012,75,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,"2717 Crescent Street, Astoria, NY",22,25,4,22,0,2275,,https://www.trulia.com/p/ny/astoria/2717-crescent-st-2b-astoria-ny-11102--2009497520,11102,51,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,"5514 111th Street, Corona, NY",11,57,8,33,0,1450,,https://www.trulia.com/p/ny/corona/5514-111th-st-4bb-corona-ny-11368--2351688964,11368,98,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,"2538 38th Street, Astoria, NY",3,23,4,23,0,1700,600,https://www.trulia.com/p/ny/astoria/2538-38th-st-4fr-astoria-ny-11103--2351975470,11103,50,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,"15272 Melbourne Avenue, Flushing, NY",32,59,11,37,0,1775,811,https://www.trulia.com/p/ny/flushing/15272-melbourne-ave-3j-flushing-ny-11367--2010012684,11367,107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
